file_path,age
dataset2\10\10_0_4_20170103200335831.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103200409638.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103200443015.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103200501766.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103201924664.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103202338152.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103212521420.jpg.chip.jpg,10
dataset2\10\10_0_4_20170103223451479.jpg.chip.jpg,10
dataset2\10\10_0_4_20170104010810728.jpg.chip.jpg,10
dataset2\10\10_1_0_20161220222001459.jpg.chip.jpg,10
dataset2\10\10_1_0_20170103175323250.jpg.chip.jpg,10
dataset2\10\10_1_0_20170103200654246.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109201728056.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109202251032.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109202346880.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203218966.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203245653.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203357787.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203427416.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203438428.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203501969.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203512075.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203556029.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203608654.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203642966.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203653735.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203759972.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203905538.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203917216.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109203924076.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204148144.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204244904.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204255055.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204259563.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204338404.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204422889.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204435809.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204502951.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204617417.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204746535.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204844109.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204859493.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109204931156.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109205003280.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109205134282.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109205141310.jpg.chip.jpg,10
dataset2\10\10_1_0_20170109205208368.jpg.chip.jpg,10
dataset2\10\10_1_0_20170110220649364.jpg.chip.jpg,10
dataset2\10\10_1_1_20170109202938302.jpg.chip.jpg,10
dataset2\10\10_1_1_20170109203348828.jpg.chip.jpg,10
dataset2\10\10_1_1_20170109203520178.jpg.chip.jpg,10
dataset2\10\10_1_1_20170109203522559.jpg.chip.jpg,10
dataset2\10\10_1_1_20170109204636561.jpg.chip.jpg,10
dataset2\10\10_1_1_20170110225155603.jpg.chip.jpg,10
dataset2\10\10_1_1_20170116225209209.jpg.chip.jpg,10
dataset2\10\10_1_1_20170117134313205.jpg.chip.jpg,10
dataset2\10\10_1_2_20170103201007646.jpg.chip.jpg,10
dataset2\10\10_1_2_20170104005417671.jpg.chip.jpg,10
dataset2\10\10_1_2_20170109201545634.jpg.chip.jpg,10
dataset2\10\10_1_2_20170109205037024.jpg.chip.jpg,10
dataset2\10\10_1_2_20170116175840105.jpg.chip.jpg,10
dataset2\10\10_1_3_20170104221633430.jpg.chip.jpg,10
dataset2\10\10_1_3_20170104221645430.jpg.chip.jpg,10
dataset2\10\10_1_3_20170104221711437.jpg.chip.jpg,10
dataset2\10\10_1_3_20170109203848078.jpg.chip.jpg,10
dataset2\10\10_1_3_20170109205323078.jpg.chip.jpg,10
dataset2\10\10_1_3_20170112211048149.jpg.chip.jpg,10
dataset2\10\10_1_3_20170117144247699.jpg.chip.jpg,10
dataset2\10\10_1_3_20170119150820222.jpg.chip.jpg,10
dataset2\10\10_1_4_20161223225854867.jpg.chip.jpg,10
dataset2\10\10_1_4_20161223225900460.jpg.chip.jpg,10
dataset2\10\10_1_4_20170103200950879.jpg.chip.jpg,10
dataset2\10\10_1_4_20170104005649671.jpg.chip.jpg,10
dataset2\10\10_1_4_20170117195152197.jpg.chip.jpg,10
dataset2\10\12353105_1994-02-24_2005.jpg,10
dataset2\10\12936_BarbraStreisand_10_f.jpg,10
dataset2\10\1479589_1962-02-11_1973.jpg,10
dataset2\10\14973_AnnJillian_10_f.jpg,10
dataset2\10\162279_1972-06-29_1983.jpg,10
dataset2\10\1657111_1965-06-24_1976.jpg,10
dataset2\10\1783180_2000-10-31_2011.jpg,10
dataset2\10\1791278_1955-04-13_1966.jpg,10
dataset2\10\190_JhonLenon_10_m.jpg,10
dataset2\10\201_ElvisPresley_10_m.jpg,10
dataset2\10\23172584_1997-11-17_2008.jpg,10
dataset2\10\2385_AlainDelon_10_m.jpg,10
dataset2\10\2479612_1982-03-13_1993.jpg,10
dataset2\10\2532648_1966-12-08_1977.jpg,10
dataset2\10\260_michaeljackson_10_m.jpg,10
dataset2\10\3319_JeffBridges_10_m.jpg,10
dataset2\10\40631712_2002-11-19_2013.jpg,10
dataset2\10\44205535_2001-09-30_2012.jpg,10
dataset2\10\4549_Fernandel_10_m.jpg,10
dataset2\10\4723688_1978-12-11_1989.jpg,10
dataset2\10\4843_RobertRedford_10_m.jpg,10
dataset2\10\6191_DickieMoore_10_m.jpg,10
dataset2\10\6472_JohnnyCash_10_m.jpg,10
dataset2\10\7402_MickeyRooney_10_m.jpg,10
dataset2\10\804582_1932-02-03_1943.jpg,10
dataset2\10\804594_1937-01-15_1948.jpg,10
dataset2\10\8394551_1998-07-08_2009.jpg,10
dataset2\10\9595825_1939-03-02_1950.jpg,10
dataset2\10\nm0000103_rm2291256832_1974-5-21_1985.jpg,10
dataset2\10\nm0000103_rm2308034048_1974-5-21_1985.jpg,10
dataset2\10\nm0000103_rm3273166336_1974-5-21_1985.jpg,10
dataset2\10\nm0000103_rm3289943552_1974-5-21_1985.jpg,10
dataset2\10\nm0000103_rm3340275200_1974-5-21_1985.jpg,10
dataset2\10\nm0000103_rm4162358784_1974-5-21_1985.jpg,10
dataset2\10\nm0000106_rm2296939776_1975-2-22_1986.jpg,10
dataset2\10\nm0000106_rm2364048640_1975-2-22_1986.jpg,10
dataset2\10\nm0000208_rm1452722432_1968-2-18_1979.jpg,10
dataset2\10\nm0000208_rm1972816128_1968-2-18_1979.jpg,10
dataset2\10\nm0000346_rm2214298880_1980-8-26_1991.jpg,10
dataset2\10\nm0000589_rm2114506496_1958-4-29_1969.jpg,10
dataset2\10\nm0000589_rm874677760_1958-4-29_1969.jpg,10
dataset2\10\nm0000611_rm3542191616_1979-9-11_1990.jpg,10
dataset2\10\nm0000704_rm2955185664_1981-1-28_1992.jpg,10
dataset2\10\nm0000704_rm3190066688_1981-1-28_1992.jpg,10
dataset2\10\nm0000704_rm3919558656_1981-1-28_1992.jpg,10
dataset2\10\nm0001043_rm2214298880_1980-12-3_1991.jpg,10
dataset2\10\nm0001085_rm3003682304_1982-9-30_1993.jpg,10
dataset2\10\nm0001085_rm3037236736_1982-9-30_1993.jpg,10
dataset2\10\nm0001515_rm3929837056_1983-9-21_1994.jpg,10
dataset2\10\nm0001576_rm2630990592_1975-12-27_1986.jpg,10
dataset2\10\nm0001794_rm1418303744_1971-9-9_1982.jpg,10
dataset2\10\nm0001794_rm1451858176_1971-9-9_1982.jpg,10
dataset2\10\nm0001794_rm2777258240_1971-9-9_1982.jpg,10
dataset2\10\nm0001794_rm2844367104_1971-9-9_1982.jpg,10
dataset2\10\nm0001794_rm3062470912_1971-9-9_1982.jpg,10
dataset2\10\nm0004700_rm2715797760_1979-1-24_1990.jpg,10
dataset2\10\nm0004700_rm2933901568_1979-1-24_1990.jpg,10
dataset2\10\nm0004700_rm3554593024_1979-1-24_1990.jpg,10
dataset2\10\nm0005151_rm3185408_1990-10-22_2001.jpg,10
dataset2\10\nm0005286_rm3656292608_1988-4-10_1999.jpg,10
dataset2\10\nm0005286_rm367558912_1988-4-10_1999.jpg,10
dataset2\10\nm0005286_rm384336128_1988-4-10_1999.jpg,10
dataset2\10\nm0005286_rm401113344_1988-4-10_1999.jpg,10
dataset2\10\nm0005286_rm455186944_1988-4-10_1999.jpg,10
dataset2\10\nm0005286_rm471964160_1988-4-10_1999.jpg,10
dataset2\10\nm0005286_rm488741376_1988-4-10_1999.jpg,10
dataset2\10\nm0029400_rm1800116736_1987-12-3_1998.jpg,10
dataset2\10\nm0039229_rm3774454016_1986-11-18_1997.jpg,10
dataset2\10\nm0039229_rm3891894528_1986-11-18_1997.jpg,10
dataset2\10\nm0078212_rm3187120128_1991-2-2_2002.jpg,10
dataset2\10\nm0092961_rm1634834688_1991-2-28_2002.jpg,10
dataset2\10\nm0092961_rm1970379008_1991-2-28_2002.jpg,10
dataset2\10\nm0093697_rm2590296064_1959-8-13_1970.jpg,10
dataset2\10\nm0093697_rm3781478400_1959-8-13_1970.jpg,10
dataset2\10\nm0093697_rm4049913856_1959-8-13_1970.jpg,10
dataset2\10\nm0101799_rm135174912_1993-3-4_2004.jpg,10
dataset2\10\nm0101799_rm151952128_1993-3-4_2004.jpg,10
dataset2\10\nm0107748_rm2492632320_1992-5-18_2003.jpg,10
dataset2\10\nm0107748_rm2660404480_1992-5-18_2003.jpg,10
dataset2\10\nm0107748_rm2677181696_1992-5-18_2003.jpg,10
dataset2\10\nm0107748_rm272669184_1992-5-18_2003.jpg,10
dataset2\10\nm0107748_rm289446400_1992-5-18_2003.jpg,10
dataset2\10\nm0107748_rm3851586816_1992-5-18_2003.jpg,10
dataset2\10\nm0107748_rm3868364032_1992-5-18_2003.jpg,10
dataset2\10\nm0144938_rm1114687488_1980-6-15_1991.jpg,10
dataset2\10\nm0144938_rm2054211584_1980-6-15_1991.jpg,10
dataset2\10\nm0153738_rm880057088_1990-7-24_2001.jpg,10
dataset2\10\nm0153738_rm896834304_1990-7-24_2001.jpg,10
dataset2\10\nm0156610_rm2024118528_1986-0-0_1996.jpg,10
dataset2\10\nm0182721_rm2204604928_1986-8-4_1997.jpg,10
dataset2\10\nm0182721_rm3127351808_1986-8-4_1997.jpg,10
dataset2\10\nm0266824_rm1344834560_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm1512606720_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2107480320_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2569571328_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2685245440_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2702022656_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2745014528_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2886572032_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm2903349248_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm3020789760_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm3368654848_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm3637090304_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm3959260416_1994-2-23_2005.jpg,10
dataset2\10\nm0266824_rm895129856_1994-2-23_2005.jpg,10
dataset2\11\009A11.JPG,11
dataset2\11\011A11.JPG,11
dataset2\11\018A11.JPG,11
dataset2\11\020A11.JPG,11
dataset2\11\021A11.JPG,11
dataset2\11\022A11.JPG,11
dataset2\11\026A11.JPG,11
dataset2\11\027A11.JPG,11
dataset2\11\029A11.JPG,11
dataset2\11\031A11.JPG,11
dataset2\11\034A11.JPG,11
dataset2\11\036A11.JPG,11
dataset2\11\037A11.JPG,11
dataset2\11\038A11.JPG,11
dataset2\11\039A11.JPG,11
dataset2\11\047A11.JPG,11
dataset2\11\048A11.JPG,11
dataset2\11\053A11.JPG,11
dataset2\11\054A11.JPG,11
dataset2\11\060A11.JPG,11
dataset2\11\065A11.JPG,11
dataset2\11\066A11.JPG,11
dataset2\11\068A11.JPG,11
dataset2\11\069A11.JPG,11
dataset2\11\072A11.JPG,11
dataset2\11\073A11.JPG,11
dataset2\11\074A11.JPG,11
dataset2\11\075A11.JPG,11
dataset2\11\076A11.JPG,11
dataset2\11\077A11.JPG,11
dataset2\11\078A11.JPG,11
dataset2\11\079A11.JPG,11
dataset2\11\081A11.JPG,11
dataset2\11\10028_HelenHunt_11_f.jpg,11
dataset2\11\11083_JodieFoster_11_f.jpg,11
dataset2\11\1154_FrederickSanger_11_m.jpg,11
dataset2\11\11754281_1995-09-27_2007.jpg,11
dataset2\11\11_0_0_20170103200509559.jpg.chip.jpg,11
dataset2\11\11_0_0_20170103200824775.jpg.chip.jpg,11
dataset2\11\11_0_0_20170104012556563.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110220408722.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110220453002.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110220500946.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110220518578.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110220657089.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110220710576.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224233654.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224340941.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224408700.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224505551.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224606036.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224742037.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110224755272.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110225254975.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110225327724.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110225435539.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110225459361.jpg.chip.jpg,11
dataset2\11\11_0_0_20170110232511893.jpg.chip.jpg,11
dataset2\11\11_0_1_20170103201136230.jpg.chip.jpg,11
dataset2\11\11_0_2_20170103200847287.jpg.chip.jpg,11
dataset2\11\11_0_3_20170104013250186.jpg.chip.jpg,11
dataset2\11\11_0_3_20170104230222352.jpg.chip.jpg,11
dataset2\11\11_0_4_20170103200621488.jpg.chip.jpg,11
dataset2\11\11_1_0_20170103200517422.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109203319557.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109203327397.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109203353740.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109203400684.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109203422194.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109203919852.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204030951.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204123358.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204523092.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204546617.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204611305.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204614249.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204641514.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204833458.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109204927071.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205013531.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205122664.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205125500.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205136852.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205211093.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205214234.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205216790.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205247087.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205438571.jpg.chip.jpg,11
dataset2\11\11_1_0_20170109205441860.jpg.chip.jpg,11
dataset2\11\11_1_0_20170110224810583.jpg.chip.jpg,11
dataset2\11\11_1_0_20170117133441179.jpg.chip.jpg,11
dataset2\11\11_1_1_20170109203712835.jpg.chip.jpg,11
dataset2\11\11_1_1_20170114033545468.jpg.chip.jpg,11
dataset2\11\11_1_2_20170104005111615.jpg.chip.jpg,11
dataset2\11\11_1_3_20170104222911112.jpg.chip.jpg,11
dataset2\11\11_1_3_20170104223632543.jpg.chip.jpg,11
dataset2\11\11_1_4_20161223225953124.jpg.chip.jpg,11
dataset2\11\11_1_4_20170103201747167.jpg.chip.jpg,11
dataset2\11\11_1_4_20170103212554964.jpg.chip.jpg,11
dataset2\11\11_1_4_20170103233340363.jpg.chip.jpg,11
dataset2\11\11_1_4_20170104005813063.jpg.chip.jpg,11
dataset2\11\11_1_4_20170109201611941.jpg.chip.jpg,11
dataset2\11\1214425_1930-04-03_1942.jpg,11
dataset2\11\1242_RobertOppenheimer_11_m.jpg,11
dataset2\11\12783_MargaretOBrien_11_f.jpg,11
dataset2\11\12934_BarbraStreisand_11_f.jpg,11
dataset2\11\12938_CatherineDeneuve_11_f.jpg,11
dataset2\11\13082_GraceKelly_11_f.jpg,11
dataset2\11\1313_AlbertCamus_11_m.jpg,11
dataset2\11\1350_BertrandRussell_11_m.jpg,11
dataset2\11\13531_HelenHayes_11_f.jpg,11
dataset2\11\13583_JeanPeters_11_f.jpg,11
dataset2\11\13971152_1928-07-29_1940.jpg,11
dataset2\11\14767977_1938-12-28_1950.jpg,11
dataset2\11\14974_AnnJillian_11_f.jpg,11
dataset2\11\15147462_1943-12-28_1955.jpg,11
dataset2\11\18725383_1999-05-28_2011.jpg,11
dataset2\11\20778836_2000-08-13_2012.jpg,11
dataset2\11\2343573_1965-04-03_1977.jpg,11
dataset2\11\2413019_1965-06-24_1977.jpg,11
dataset2\11\25594041_2000-12-26_2012.jpg,11
dataset2\11\28878420_1998-03-24_2010.jpg,11
dataset2\11\31947232_1999-01-18_2011.jpg,11
dataset2\11\3255806_1995-01-04_2007.jpg,11
dataset2\11\3562237_1965-09-16_1977.jpg,11
dataset2\11\36514731_1938-02-21_1950.jpg,11
dataset2\11\39837343_1954-04-12_1966.jpg,11
dataset2\11\41464801_1998-01-14_2010.jpg,11
dataset2\11\41929954_2000-01-12_2012.jpg,11
dataset2\11\42671310_1994-02-22_2006.jpg,11
dataset2\11\4401_RobertPowell_11_m.jpg,11
dataset2\11\44656134_2002-03-29_2014.jpg,11
dataset2\11\46510488_1998-01-01_2009.jpg,11
dataset2\11\491_motherTereza_11_f.jpg,11
dataset2\11\5551_PatrickStewart_11_m.jpg,11
dataset2\11\5740882_1998-08-01_2010.jpg,11
dataset2\11\6192_DickieMoore_11_m.jpg,11
dataset2\11\6223_DirkBogarde_11_m.jpg,11
dataset2\11\70740_1938-04-20_1950.jpg,11
dataset2\11\778_AdolfHitlerr_11_m.jpg,11
dataset2\11\804587_1937-03-03_1949.jpg,11
dataset2\11\886_AndreasPapantreou_11_m.jpg,11
dataset2\11\9685113_1998-01-12_2010.jpg,11
dataset2\11\nm0000192_rm3262957568_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm3648833536_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm4068263936_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm4135372800_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm4252813312_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm4286367744_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm511559680_1972-12-19_1984.jpg,11
dataset2\11\nm0000192_rm863881216_1972-12-19_1984.jpg,11
dataset2\11\nm0000204_rm2636487424_1981-6-9_1993.jpg,11
dataset2\11\nm0000204_rm2653264640_1981-6-9_1993.jpg,11
dataset2\11\nm0000204_rm2670041856_1981-6-9_1993.jpg,11
dataset2\11\nm0000301_rm1630321152_1982-3-11_1994.jpg,11
dataset2\11\nm0000301_rm1831647744_1982-3-11_1994.jpg,11
dataset2\11\nm0000327_rm2935457024_1982-9-30_1994.jpg,11
dataset2\11\nm0000379_rm1669431552_1982-4-30_1994.jpg,11
dataset2\11\nm0000379_rm3627142144_1982-4-30_1994.jpg,11
dataset2\11\nm0000379_rm636197632_1982-4-30_1994.jpg,11
dataset2\11\nm0000379_rm640863232_1982-4-30_1994.jpg,11
